Date,Season,Week,Home,Visitor,HT,FT,Total Goal,Goal Difference,Result,Home Red Card,Visitor Red Card
09/02/2013,2012,21,Basaksehir FK,Akhisarspor,0-1,0-2,2,-2,A,0,0
09/02/2013,2012,21,Genclerbirligi,Eskisehirspor,0-1,0-2,2,-2,A,1,0
09/02/2013,2012,21,Elazigspor,Besiktas,1-1,1-3,4,-2,A,0,0
09/02/2013,2012,21,Kardemir Karabukspor,Bursaspor,0-0,0-3,3,-3,A,1,0
10/02/2013,2012,21,Mersin Idmanyurdu,Fenerbahce,0-1,0-1,1,-1,A,0,0
10/02/2013,2012,21,Galatasaray,Antalyaspor,1-0,2-0,2,2,H,0,0
10/02/2013,2012,21,Sivasspor,Trabzonspor,1-0,2-0,2,2,H,0,1
10/02/2013,2012,21,Kayserispor,Orduspor,0-0,0-0,0,0,D,0,0
11/02/2013,2012,21,Gaziantepspor,Kasimpasa,0-0,2-1,3,1,H,0,0
15/02/2013,2012,22,Akhisarspor,Galatasaray,0-0,1-2,3,-1,A,0,0
16/02/2013,2012,22,Eskisehirspor,Kayserispor,0-1,0-3,3,-3,A,0,0
16/02/2013,2012,22,Besiktas,Gaziantepspor,1-0,1-1,2,0,D,0,1
16/02/2013,2012,22,Antalyaspor,Kardemir Karabukspor,0-0,0-0,0,0,D,0,0
17/02/2013,2012,22,Trabzonspor,Fenerbahce,0-2,0-3,3,-3,A,0,0
17/02/2013,2012,22,Bursaspor,Elazigspor,1-0,1-0,1,1,H,0,0
17/02/2013,2012,22,Genclerbirligi,Mersin Idmanyurdu,1-0,3-1,4,2,H,0,0
17/02/2013,2012,22,Orduspor,Basaksehir FK,2-1,2-2,4,0,D,0,0
18/02/2013,2012,22,Kasimpasa,Sivasspor,0-0,1-0,1,1,H,0,1
22/02/2013,2012,23,Gaziantepspor,Bursaspor,1-1,2-1,3,1,H,0,1
23/02/2013,2012,23,Basaksehir FK,Eskisehirspor,1-0,2-2,4,0,D,0,1
23/02/2013,2012,23,Elazigspor,Antalyaspor,1-1,2-1,3,1,H,0,0
23/02/2013,2012,23,Sivasspor,Besiktas,0-0,0-1,1,-1,A,1,0
23/02/2013,2012,23,Mersin Idmanyurdu,Trabzonspor,0-1,0-1,1,-1,A,0,0
24/02/2013,2012,23,Fenerbahce,Kasimpasa,0-1,3-1,4,2,H,0,0
24/02/2013,2012,23,Kayserispor,Genclerbirligi,0-0,1-0,1,1,H,0,0
24/02/2013,2012,23,Kardemir Karabukspor,Akhisarspor,0-2,0-2,2,-2,A,0,0
25/02/2013,2012,23,Galatasaray,Orduspor,0-2,4-2,6,2,H,0,0
01/03/2013,2012,24,Genclerbirligi,Basaksehir FK,0-0,0-0,0,0,D,1,0
02/03/2013,2012,24,Orduspor,Kardemir Karabukspor,1-2,3-2,5,1,H,0,0
02/03/2013,2012,24,Akhisarspor,Elazigspor,0-0,0-1,1,-1,A,0,0
02/03/2013,2012,24,Eskisehirspor,Galatasaray,0-0,0-0,0,0,D,0,0
03/03/2013,2012,24,Antalyaspor,Gaziantepspor,2-1,5-2,7,3,H,0,0
03/03/2013,2012,24,Kayserispor,Mersin Idmanyurdu,1-0,2-1,3,1,H,0,1
03/03/2013,2012,24,Bursaspor,Sivasspor,0-0,1-0,1,1,H,0,0
03/03/2013,2012,24,Besiktas,Fenerbahce,1-1,3-2,5,1,H,0,0
04/03/2013,2012,24,Kasimpasa,Trabzonspor,2-0,2-0,2,2,H,0,0
08/03/2013,2012,25,Galatasaray,Genclerbirligi,0-0,0-1,1,-1,A,1,0
09/03/2013,2012,25,Basaksehir FK,Kayserispor,0-0,0-0,0,0,D,0,0
09/03/2013,2012,25,Gaziantepspor,Akhisarspor,0-1,2-2,4,0,D,0,0
09/03/2013,2012,25,Trabzonspor,Besiktas,0-0,0-0,0,0,D,0,0
10/03/2013,2012,25,Kardemir Karabukspor,Eskisehirspor,0-0,0-0,0,0,D,0,0
10/03/2013,2012,25,Sivasspor,Antalyaspor,1-1,2-1,3,1,H,0,0
10/03/2013,2012,25,Elazigspor,Orduspor,0-0,1-0,1,1,H,0,0
10/03/2013,2012,25,Fenerbahce,Bursaspor,1-1,4-1,5,3,H,0,0
11/03/2013,2012,25,Mersin Idmanyurdu,Kasimpasa,0-1,1-1,2,0,D,0,1
15/03/2013,2012,26,Bursaspor,Trabzonspor,3-2,3-2,5,1,H,0,0
15/03/2013,2012,26,Eskisehirspor,Elazigspor,1-1,2-2,4,0,D,0,0
16/03/2013,2012,26,Basaksehir FK,Mersin Idmanyurdu,2-0,4-2,6,2,H,0,0
16/03/2013,2012,26,Genclerbirligi,Kardemir Karabukspor,1-1,2-1,3,1,H,0,1
16/03/2013,2012,26,Besiktas,Kasimpasa,1-2,1-3,4,-2,A,0,0
17/03/2013,2012,26,Orduspor,Gaziantepspor,1-1,2-3,5,-1,A,0,0
17/03/2013,2012,26,Akhisarspor,Sivasspor,0-1,2-1,3,1,H,0,1
17/03/2013,2012,26,Kayserispor,Galatasaray,0-3,1-3,4,-2,A,1,0
17/03/2013,2012,26,Antalyaspor,Fenerbahce,1-2,1-2,3,-1,A,0,0
30/03/2013,2012,27,Galatasaray,Basaksehir FK,2-0,2-0,2,2,H,0,0
30/03/2013,2012,27,Sivasspor,Orduspor,1-1,3-2,5,1,H,0,0
30/03/2013,2012,27,Gaziantepspor,Eskisehirspor,2-0,2-0,2,2,H,0,0
31/03/2013,2012,27,Kasimpasa,Bursaspor,1-0,2-0,2,2,H,0,0
31/03/2013,2012,27,Trabzonspor,Antalyaspor,1-0,2-0,2,2,H,0,0
31/03/2013,2012,27,Elazigspor,Genclerbirligi,0-1,1-1,2,0,D,0,0
31/03/2013,2012,27,Fenerbahce,Akhisarspor,0-0,2-0,2,2,H,0,0
01/04/2013,2012,27,Mersin Idmanyurdu,Besiktas,1-1,1-2,3,-1,A,0,0
01/04/2013,2012,27,Kardemir Karabukspor,Kayserispor,2-0,3-1,4,2,H,0,0
05/04/2013,2012,28,Antalyaspor,Kasimpasa,2-1,3-2,5,1,H,0,0
06/04/2013,2012,28,Galatasaray,Mersin Idmanyurdu,0-1,3-1,4,2,H,1,0
06/04/2013,2012,28,Basaksehir FK,Kardemir Karabukspor,2-1,2-2,4,0,D,0,0
06/04/2013,2012,28,Kayserispor,Elazigspor,2-1,4-1,5,3,H,1,0
07/04/2013,2012,28,Genclerbirligi,Gaziantepspor,1-0,2-2,4,0,D,0,0
07/04/2013,2012,28,Akhisarspor,Trabzonspor,0-0,1-0,1,1,H,0,0
07/04/2013,2012,28,Eskisehirspor,Sivasspor,0-1,2-1,3,1,H,0,0
07/04/2013,2012,28,Orduspor,Fenerbahce,0-1,0-2,2,-2,A,0,0
08/04/2013,2012,28,Bursaspor,Besiktas,2-0,3-0,3,3,H,0,0
12/04/2013,2012,29,Sivasspor,Genclerbirligi,0-1,1-1,2,0,D,0,0
12/04/2013,2012,29,Trabzonspor,Orduspor,0-0,1-0,1,1,H,0,0
13/04/2013,2012,29,Kardemir Karabukspor,Galatasaray,0-0,0-1,1,-1,A,0,0
13/04/2013,2012,29,Mersin Idmanyurdu,Bursaspor,0-0,0-1,1,-1,A,0,0
14/04/2013,2012,29,Kasimpasa,Akhisarspor,0-1,0-1,1,-1,A,1,0
14/04/2013,2012,29,Gaziantepspor,Kayserispor,0-0,0-1,1,-1,A,0,0
14/04/2013,2012,29,Elazigspor,Basaksehir FK,0-0,1-0,1,1,H,0,0
14/04/2013,2012,29,Fenerbahce,Eskisehirspor,0-0,1-0,1,1,H,0,0
15/04/2013,2012,29,Besiktas,Antalyaspor,0-0,1-0,1,1,H,0,0
19/04/2013,2012,30,Galatasaray,Elazigspor,3-1,3-1,4,2,H,0,0
20/04/2013,2012,30,Kardemir Karabukspor,Mersin Idmanyurdu,0-0,1-0,1,1,H,0,0
20/04/2013,2012,30,Akhisarspor,Besiktas,2-1,4-1,5,3,H,0,1
20/04/2013,2012,30,Orduspor,Kasimpasa,0-2,0-2,2,-2,A,0,0
21/04/2013,2012,30,Basaksehir FK,Gaziantepspor,0-1,1-3,4,-2,A,0,0
21/04/2013,2012,30,Kayserispor,Sivasspor,1-0,1-1,2,0,D,0,0
21/04/2013,2012,30,Antalyaspor,Bursaspor,0-0,0-1,1,-1,A,0,0
21/04/2013,2012,30,Genclerbirligi,Fenerbahce,2-0,2-0,2,2,H,0,0
22/04/2013,2012,30,Eskisehirspor,Trabzonspor,0-1,0-1,1,-1,A,0,0
26/04/2013,2012,31,Mersin Idmanyurdu,Antalyaspor,0-0,1-1,2,0,D,0,0
27/04/2013,2012,31,Elazigspor,Kardemir Karabukspor,0-0,1-0,1,1,H,0,0
27/04/2013,2012,31,Bursaspor,Akhisarspor,1-1,1-1,2,0,D,0,0
27/04/2013,2012,31,Trabzonspor,Genclerbirligi,1-0,2-0,2,2,H,0,0
27/04/2013,2012,31,Sivasspor,Basaksehir FK,3-1,4-1,5,3,H,0,0
27/04/2013,2012,31,Besiktas,Orduspor,1-0,2-0,2,2,H,0,0
28/04/2013,2012,31,Kasimpasa,Eskisehirspor,1-0,1-2,3,-1,A,1,0
28/04/2013,2012,31,Fenerbahce,Kayserispor,0-1,2-1,3,1,H,0,0
28/04/2013,2012,31,Gaziantepspor,Galatasaray,0-0,0-1,1,-1,A,0,0
03/05/2013,2012,32,Genclerbirligi,Kasimpasa,0-0,0-0,0,0,D,0,0
04/05/2013,2012,32,Orduspor,Bursaspor,2-1,2-4,6,-2,A,1,0
04/05/2013,2012,32,Kayserispor,Trabzonspor,0-0,2-1,3,1,H,0,0
05/05/2013,2012,32,Galatasaray,Sivasspor,1-0,4-2,6,2,H,1,0
05/05/2013,2012,32,Kardemir Karabukspor,Gaziantepspor,0-1,0-2,2,-2,A,0,0
05/05/2013,2012,32,Mersin Idmanyurdu,Elazigspor,0-1,0-2,2,-2,A,0,0
05/05/2013,2012,32,Basaksehir FK,Fenerbahce,1-0,2-0,2,2,H,0,0
05/05/2013,2012,32,Antalyaspor,Akhisarspor,1-0,4-3,7,1,H,0,0
05/05/2013,2012,32,Eskisehirspor,Besiktas,1-1,1-2,3,-1,A,0,0
10/05/2013,2012,33,Kasimpasa,Kayserispor,0-1,1-2,3,-1,A,1,0
10/05/2013,2012,33,Gaziantepspor,Elazigspor,0-0,1-1,2,0,D,0,0
11/05/2013,2012,33,Antalyaspor,Orduspor,0-0,1-0,1,1,H,0,1
11/05/2013,2012,33,Besiktas,Genclerbirligi,2-0,3-0,3,3,H,0,0
12/05/2013,2012,33,Fenerbahce,Galatasaray,2-1,2-1,3,1,H,1,1
13/05/2013,2012,33,Bursaspor,Eskisehirspor,0-0,0-0,0,0,D,0,0
13/05/2013,2012,33,Trabzonspor,Basaksehir FK,3-1,4-3,7,1,H,0,0
13/05/2013,2012,33,Sivasspor,Kardemir Karabukspor,0-0,2-1,3,1,H,0,0
13/05/2013,2012,33,Akhisarspor,Mersin Idmanyurdu,0-0,1-0,1,1,H,0,0
17/05/2013,2012,34,Mersin Idmanyurdu,Gaziantepspor,0-2,1-2,3,-1,A,0,0
18/05/2013,2012,34,Basaksehir FK,Kasimpasa,1-0,1-2,3,-1,A,0,0
18/05/2013,2012,34,Orduspor,Akhisarspor,0-1,0-2,2,-2,A,0,0
18/05/2013,2012,34,Kardemir Karabukspor,Fenerbahce,0-1,3-2,5,1,H,0,0
18/05/2013,2012,34,Galatasaray,Trabzonspor,1-0,2-0,2,2,H,0,0
19/05/2013,2012,34,Kayserispor,Besiktas,0-0,2-0,2,2,H,0,0
19/05/2013,2012,34,Eskisehirspor,Antalyaspor,2-0,3-1,4,2,H,0,0
19/05/2013,2012,34,Genclerbirligi,Bursaspor,2-1,2-2,4,0,D,0,0
19/05/2013,2012,34,Elazigspor,Sivasspor,0-0,0-0,0,0,D,0,0
16/08/2013,2013,1,Antalyaspor,Kayseri Erciyesspor,0-0,0-0,0,0,D,0,0
17/08/2013,2013,1,Caykur Rizespor,Genclerbirligi,1-0,1-0,1,1,H,0,1
17/08/2013,2013,1,Kardemir Karabukspor,Kasimpasa,1-0,2-0,2,2,H,0,0
17/08/2013,2013,1,Konyaspor,Fenerbahce,0-2,3-2,5,1,H,0,0
18/08/2013,2013,1,Akhisarspor,Elazigspor,1-1,3-1,4,2,H,0,1
18/08/2013,2013,1,Eskisehirspor,Bursaspor,0-0,2-0,2,2,H,0,0
18/08/2013,2013,1,Besiktas,Trabzonspor,0-0,2-0,2,2,H,0,0
19/08/2013,2013,1,Galatasaray,Gaziantepspor,1-0,2-1,3,1,H,0,0
19/08/2013,2013,1,Kayserispor,Sivasspor,0-0,1-0,1,1,H,0,0
23/08/2013,2013,2,Genclerbirligi,Akhisarspor,2-0,3-0,3,3,H,0,0
24/08/2013,2013,2,Kasimpasa,Kayserispor,2-0,3-1,4,2,H,0,0
24/08/2013,2013,2,Fenerbahce,Eskisehirspor,0-0,1-0,1,1,H,0,0
24/08/2013,2013,2,Gaziantepspor,Antalyaspor,0-0,0-0,0,0,D,1,0
25/08/2013,2013,2,Elazigspor,Kardemir Karabukspor,1-1,2-2,4,0,D,0,0
25/08/2013,2013,2,Sivasspor,Konyaspor,0-0,2-0,2,2,H,0,0
25/08/2013,2013,2,Bursaspor,Galatasaray,0-1,1-1,2,0,D,0,0
26/08/2013,2013,2,Kayseri Erciyesspor,Besiktas,2-1,2-4,6,-2,A,1,0
26/08/2013,2013,2,Trabzonspor,Caykur Rizespor,1-1,2-1,3,1,H,0,0
30/08/2013,2013,3,Konyaspor,Kasimpasa,1-0,1-2,3,-1,A,0,0
30/08/2013,2013,3,Eskisehirspor,Galatasaray,0-0,0-0,0,0,D,0,0
31/08/2013,2013,3,Kayserispor,Elazigspor,0-3,1-3,4,-2,A,0,0
31/08/2013,2013,3,Antalyaspor,Bursaspor,1-1,1-2,3,-1,A,0,0
31/08/2013,2013,3,Fenerbahce,Sivasspor,3-0,5-2,7,3,H,0,0
01/09/2013,2013,3,Caykur Rizespor,Kayseri Erciyesspor,1-0,2-1,3,1,H,0,1
01/09/2013,2013,3,Akhisarspor,Trabzonspor,1-0,3-0,3,3,H,0,0
01/09/2013,2013,3,Besiktas,Gaziantepspor,2-0,2-0,2,2,H,0,0
01/09/2013,2013,3,Kardemir Karabukspor,Genclerbirligi,0-0,1-0,1,1,H,0,1
13/09/2013,2013,4,Galatasaray,Antalyaspor,0-1,1-1,2,0,D,0,0
14/09/2013,2013,4,Kayseri Erciyesspor,Akhisarspor,0-0,1-0,1,1,H,0,0
14/09/2013,2013,4,Gaziantepspor,Caykur Rizespor,1-2,2-5,7,-3,A,1,0
14/09/2013,2013,4,Trabzonspor,Kardemir Karabukspor,0-0,1-0,1,1,H,0,0
15/09/2013,2013,4,Genclerbirligi,Kayserispor,0-0,1-1,2,0,D,0,0
15/09/2013,2013,4,Sivasspor,Eskisehirspor,1-1,3-2,5,1,H,0,1
15/09/2013,2013,4,Elazigspor,Konyaspor,2-0,2-0,2,2,H,0,0
15/09/2013,2013,4,Bursaspor,Besiktas,0-2,0-3,3,-3,A,0,0
16/09/2013,2013,4,Kasimpasa,Fenerbahce,2-1,2-3,5,-1,A,0,0
20/09/2013,2013,5,Kardemir Karabukspor,Kayseri Erciyesspor,0-0,0-0,0,0,D,1,0
20/09/2013,2013,5,Akhisarspor,Gaziantepspor,1-0,2-0,2,2,H,0,0
21/09/2013,2013,5,Konyaspor,Genclerbirligi,1-0,1-0,1,1,H,1,0
21/09/2013,2013,5,Sivasspor,Kasimpasa,1-2,1-2,3,-1,A,0,0
21/09/2013,2013,5,Fenerbahce,Elazigspor,2-0,4-0,4,4,H,0,0
21/09/2013,2013,5,Eskisehirspor,Antalyaspor,1-0,2-1,3,1,H,1,0
22/09/2013,2013,5,Caykur Rizespor,Bursaspor,2-1,2-1,3,1,H,0,0
22/09/2013,2013,5,Besiktas,Galatasaray,1-0,0-3,3,-3,A,0,1
23/09/2013,2013,5,Kayserispor,Trabzonspor,0-0,0-1,1,-1,A,0,0
27/09/2013,2013,6,Bursaspor,Akhisarspor,0-0,0-0,0,0,D,0,0
28/09/2013,2013,6,Galatasaray,Caykur Rizespor,1-0,1-1,2,0,D,1,0
28/09/2013,2013,6,Gaziantepspor,Kardemir Karabukspor,0-0,3-0,3,3,H,0,0
29/09/2013,2013,6,Trabzonspor,Konyaspor,0-0,2-0,2,2,H,0,0
29/09/2013,2013,6,Elazigspor,Sivasspor,0-2,2-4,6,-2,A,1,1
29/09/2013,2013,6,Kasimpasa,Eskisehirspor,0-0,0-2,2,-2,A,0,0
29/09/2013,2013,6,Genclerbirligi,Fenerbahce,0-0,0-1,1,-1,A,1,0
30/09/2013,2013,6,Kayseri Erciyesspor,Kayserispor,0-0,1-1,2,0,D,0,1
30/09/2013,2013,6,Antalyaspor,Besiktas,0-0,2-0,2,2,H,0,0
04/10/2013,2013,7,Kardemir Karabukspor,Bursaspor,0-1,0-1,1,-1,A,1,0
05/10/2013,2013,7,Konyaspor,Kayseri Erciyesspor,0-0,1-0,1,1,H,0,1
05/10/2013,2013,7,Kayserispor,Gaziantepspor,0-0,0-1,1,-1,A,0,0
05/10/2013,2013,7,Eskisehirspor,Besiktas,0-0,0-1,1,-1,A,0,0
06/10/2013,2013,7,Kasimpasa,Elazigspor,3-0,4-0,4,4,H,0,0
06/10/2013,2013,7,Akhisarspor,Galatasaray,1-0,2-1,3,1,H,0,0
06/10/2013,2013,7,Caykur Rizespor,Antalyaspor,0-1,1-2,3,-1,A,0,0
06/10/2013,2013,7,Sivasspor,Genclerbirligi,1-0,2-0,2,2,H,0,0
06/10/2013,2013,7,Fenerbahce,Trabzonspor,0-0,0-0,0,0,D,0,0
19/10/2013,2013,8,Genclerbirligi,Kasimpasa,1-3,1-3,4,-2,A,0,0
19/10/2013,2013,8,Galatasaray,Kardemir Karabukspor,1-0,2-1,3,1,H,0,1
19/10/2013,2013,8,Elazigspor,Eskisehirspor,0-1,0-2,2,-2,A,0,0
20/10/2013,2013,8,Trabzonspor,Sivasspor,0-0,0-0,0,0,D,1,0
20/10/2013,2013,8,Gaziantepspor,Konyaspor,1-1,3-3,6,0,D,0,0
20/10/2013,2013,8,Antalyaspor,Akhisarspor,1-0,1-0,1,1,H,0,0
20/10/2013,2013,8,Kayseri Erciyesspor,Fenerbahce,1-1,1-2,3,-1,A,0,0
21/10/2013,2013,8,Bursaspor,Kayserispor,0-0,2-0,2,2,H,0,2
21/10/2013,2013,8,Besiktas,Caykur Rizespor,0-0,0-0,0,0,D,0,0
25/10/2013,2013,9,Fenerbahce,Gaziantepspor,2-0,3-1,4,2,H,0,0
25/10/2013,2013,9,Sivasspor,Kayseri Erciyesspor,1-0,2-0,2,2,H,0,1
26/10/2013,2013,9,Elazigspor,Genclerbirligi,1-1,1-2,3,-1,A,0,0
26/10/2013,2013,9,Akhisarspor,Besiktas,3-2,3-3,6,0,D,0,0
26/10/2013,2013,9,Kardemir Karabukspor,Antalyaspor,0-0,1-1,2,0,D,0,0
27/10/2013,2013,9,Eskisehirspor,Caykur Rizespor,0-0,4-1,5,3,H,0,0
27/10/2013,2013,9,Kayserispor,Galatasaray,2-2,2-4,6,-2,A,0,0
27/10/2013,2013,9,Konyaspor,Bursaspor,0-0,0-1,1,-1,A,0,0
28/10/2013,2013,9,Kasimpasa,Trabzonspor,2-1,3-2,5,1,H,0,1
01/11/2013,2013,10,Galatasaray,Konyaspor,1-1,2-1,3,1,H,0,0
02/11/2013,2013,10,Bursaspor,Fenerbahce,1-0,2-3,5,-1,A,0,0
02/11/2013,2013,10,Kayseri Erciyesspor,Kasimpasa,0-2,0-3,3,-3,A,0,0
03/11/2013,2013,10,Caykur Rizespor,Akhisarspor,0-0,0-0,0,0,D,0,0
03/11/2013,2013,10,Trabzonspor,Elazigspor,1-0,4-0,4,4,H,0,1
03/11/2013,2013,10,Besiktas,Kardemir Karabukspor,0-0,0-0,0,0,D,0,0
04/11/2013,2013,10,Antalyaspor,Kayserispor,0-1,2-2,4,0,D,0,0
04/11/2013,2013,10,Gaziantepspor,Sivasspor,0-1,0-4,4,-4,A,0,0
04/11/2013,2013,10,Genclerbirligi,Eskisehirspor,1-0,2-0,2,2,H,0,0
08/11/2013,2013,11,Elazigspor,Kayseri Erciyesspor,0-0,0-1,1,-1,A,1,0
08/11/2013,2013,11,Eskisehirspor,Akhisarspor,0-0,2-0,2,2,H,0,0
09/11/2013,2013,11,Kardemir Karabukspor,Caykur Rizespor,1-0,2-1,3,1,H,0,0
09/11/2013,2013,11,Kayserispor,Besiktas,0-1,0-3,3,-3,A,0,1
09/11/2013,2013,11,Kasimpasa,Gaziantepspor,3-0,3-0,3,3,H,0,0
09/11/2013,2013,11,Sivasspor,Bursaspor,0-0,2-1,3,1,H,0,0
10/11/2013,2013,11,Konyaspor,Antalyaspor,1-0,2-0,2,2,H,0,1
10/11/2013,2013,11,Genclerbirligi,Trabzonspor,1-2,3-2,5,1,H,0,1
10/11/2013,2013,11,Fenerbahce,Galatasaray,1-0,2-0,2,2,H,0,0
23/11/2013,2013,12,Caykur Rizespor,Kayserispor,0-1,0-2,2,-2,A,0,0
23/11/2013,2013,12,Galatasaray,Sivasspor,2-1,2-1,3,1,H,1,3
23/11/2013,2013,12,Bursaspor,Kasimpasa,1-1,1-1,2,0,D,0,0
24/11/2013,2013,12,Trabzonspor,Eskisehirspor,0-0,1-0,1,1,H,0,0
24/11/2013,2013,12,Antalyaspor,Fenerbahce,1-1,1-2,3,-1,A,0,0
24/11/2013,2013,12,Gaziantepspor,Elazigspor,1-1,3-1,4,2,H,0,1
24/11/2013,2013,12,Kayseri Erciyesspor,Genclerbirligi,1-0,1-0,1,1,H,0,1
25/11/2013,2013,12,Besiktas,Konyaspor,3-0,3-1,4,2,H,0,0
25/11/2013,2013,12,Akhisarspor,Kardemir Karabukspor,0-0,0-1,1,-1,A,0,0
29/11/2013,2013,13,Sivasspor,Antalyaspor,0-0,0-3,3,-3,A,0,0
29/11/2013,2013,13,Elazigspor,Bursaspor,0-1,1-2,3,-1,A,1,1
30/11/2013,2013,13,Fenerbahce,Besiktas,2-3,3-3,6,0,D,1,1
30/11/2013,2013,13,Genclerbirligi,Gaziantepspor,1-2,1-3,4,-2,A,0,0
30/11/2013,2013,13,Kayserispor,Akhisarspor,0-0,0-0,0,0,D,1,0
01/12/2013,2013,13,Trabzonspor,Kayseri Erciyesspor,1-0,3-1,4,2,H,0,0
01/12/2013,2013,13,Kasimpasa,Galatasaray,1-0,1-1,2,0,D,0,0
01/12/2013,2013,13,Eskisehirspor,Kardemir Karabukspor,0-0,0-0,0,0,D,0,0
02/12/2013,2013,13,Konyaspor,Caykur Rizespor,0-0,2-1,3,1,H,0,0
06/12/2013,2013,14,Galatasaray,Elazigspor,2-0,2-0,2,2,H,0,0
07/12/2013,2013,14,Antalyaspor,Kasimpasa,0-0,1-1,2,0,D,1,2
07/12/2013,2013,14,Caykur Rizespor,Fenerbahce,1-1,1-2,3,-1,A,0,0
08/12/2013,2013,14,Akhisarspor,Konyaspor,0-1,2-1,3,1,H,0,0
08/12/2013,2013,14,Bursaspor,Genclerbirligi,0-0,0-0,0,0,D,0,0
08/12/2013,2013,14,Kardemir Karabukspor,Kayserispor,1-0,1-0,1,1,H,0,2
08/12/2013,2013,14,Gaziantepspor,Trabzonspor,2-0,3-2,5,1,H,0,0
09/12/2013,2013,14,Kayseri Erciyesspor,Eskisehirspor,0-0,0-2,2,-2,A,1,0
09/12/2013,2013,14,Besiktas,Sivasspor,1-0,1-1,2,0,D,0,0
13/12/2013,2013,15,Fenerbahce,Akhisarspor,1-0,4-0,4,4,H,0,1
13/12/2013,2013,15,Konyaspor,Kardemir Karabukspor,1-2,2-3,5,-1,A,1,0
14/12/2013,2013,15,Elazigspor,Antalyaspor,0-0,4-1,5,3,H,0,1
14/12/2013,2013,15,Sivasspor,Caykur Rizespor,0-0,3-1,4,2,H,0,0
14/12/2013,2013,15,Kayserispor,Eskisehirspor,0-0,1-1,2,0,D,0,0
15/12/2013,2013,15,Genclerbirligi,Galatasaray,1-0,1-1,2,0,D,0,0
15/12/2013,2013,15,Gaziantepspor,Kayseri Erciyesspor,2-0,2-1,3,1,H,0,0
16/12/2013,2013,15,Trabzonspor,Bursaspor,1-1,2-2,4,0,D,0,0
20/12/2013,2013,16,Caykur Rizespor,Kasimpasa,0-0,0-0,0,0,D,0,0
21/12/2013,2013,16,Besiktas,Elazigspor,1-1,4-1,5,3,H,0,0
22/12/2013,2013,16,Kayserispor,Konyaspor,0-0,0-0,0,0,D,0,0
22/12/2013,2013,16,Eskisehirspor,Gaziantepspor,0-0,2-0,2,2,H,0,1
22/12/2013,2013,16,Antalyaspor,Genclerbirligi,0-2,2-3,5,-1,A,0,0
22/12/2013,2013,16,Kardemir Karabukspor,Fenerbahce,1-1,2-1,3,1,H,0,0
22/12/2013,2013,16,Galatasaray,Trabzonspor,0-0,2-1,3,1,H,0,1
23/12/2013,2013,16,Bursaspor,Kayseri Erciyesspor,2-1,3-1,4,2,H,0,0
23/12/2013,2013,16,Akhisarspor,Sivasspor,1-1,2-1,3,1,H,0,1
27/12/2013,2013,17,Genclerbirligi,Besiktas,1-0,1-0,1,1,H,0,0
27/12/2013,2013,17,Kasimpasa,Akhisarspor,1-1,2-4,6,-2,A,0,0
28/12/2013,2013,17,Elazigspor,Caykur Rizespor,0-0,1-0,1,1,H,0,0
28/12/2013,2013,17,Gaziantepspor,Bursaspor,0-0,0-0,0,0,D,0,0
28/12/2013,2013,17,Kayseri Erciyesspor,Galatasaray,0-3,1-3,4,-2,A,0,0
29/12/2013,2013,17,Konyaspor,Eskisehirspor,1-0,4-1,5,3,H,0,0
29/12/2013,2013,17,Trabzonspor,Antalyaspor,1-1,2-1,3,1,H,0,0
29/12/2013,2013,17,Fenerbahce,Kayserispor,0-0,5-1,6,4,H,0,0
29/12/2013,2013,17,Sivasspor,Kardemir Karabukspor,2-1,3-1,4,2,H,0,0
24/01/2014,2013,18,Kasimpasa,Kardemir Karabukspor,0-0,0-0,0,0,D,0,0
25/01/2014,2013,18,Bursaspor,Eskisehirspor,1-0,3-1,4,2,H,0,1
25/01/2014,2013,18,Trabzonspor,Besiktas,1-0,1-1,2,0,D,0,0
25/01/2014,2013,18,Genclerbirligi,Caykur Rizespor,0-0,3-1,4,2,H,0,0
26/01/2014,2013,18,Sivasspor,Kayserispor,0-0,3-0,3,3,H,0,1
26/01/2014,2013,18,Elazigspor,Akhisarspor,1-0,2-1,3,1,H,0,0
26/01/2014,2013,18,Kayseri Erciyesspor,Antalyaspor,0-1,1-3,4,-2,A,0,0
26/01/2014,2013,18,Gaziantepspor,Galatasaray,0-0,0-0,0,0,D,0,0
27/01/2014,2013,18,Fenerbahce,Konyaspor,1-1,2-1,3,1,H,0,0
31/01/2014,2013,19,Besiktas,Kayseri Erciyesspor,1-0,3-2,5,1,H,0,0
01/02/2014,2013,19,Kayserispor,Kasimpasa,0-0,0-0,0,0,D,0,0
01/02/2014,2013,19,Eskisehirspor,Fenerbahce,1-1,2-1,3,1,H,0,0
01/02/2014,2013,19,Antalyaspor,Gaziantepspor,0-0,0-1,1,-1,A,0,0
02/02/2014,2013,19,Akhisarspor,Genclerbirligi,1-0,3-1,4,2,H,0,0
02/02/2014,2013,19,Galatasaray,Bursaspor,4-0,6-0,6,6,H,0,0
02/02/2014,2013,19,Kardemir Karabukspor,Elazigspor,0-0,3-1,4,2,H,0,1
02/02/2014,2013,19,Konyaspor,Sivasspor,2-0,3-0,3,3,H,0,0
03/02/2014,2013,19,Caykur Rizespor,Trabzonspor,0-0,0-0,0,0,D,0,1
07/02/2014,2013,20,Kasimpasa,Konyaspor,1-1,1-3,4,-2,A,0,0
