Date,Season,Week,Home,Visitor,HT,FT,Total Goal,Goal Difference,Result,Home Red Card,Visitor Red Card
07/02/2014,2013,20,Gaziantepspor,Besiktas,0-1,1-2,3,-1,A,0,0
08/02/2014,2013,20,Kayseri Erciyesspor,Caykur Rizespor,1-1,1-1,2,0,D,0,0
08/02/2014,2013,20,Galatasaray,Eskisehirspor,2-0,3-0,3,3,H,0,0
09/02/2014,2013,20,Elazigspor,Kayserispor,0-0,3-0,3,3,H,0,1
09/02/2014,2013,20,Sivasspor,Fenerbahce,0-0,2-0,2,2,H,0,1
09/02/2014,2013,20,Bursaspor,Antalyaspor,1-0,1-1,2,0,D,0,0
09/02/2014,2013,20,Trabzonspor,Akhisarspor,1-1,2-4,6,-2,A,0,0
10/02/2014,2013,20,Genclerbirligi,Kardemir Karabukspor,0-0,1-2,3,-1,A,0,0
11/02/2014,2013,15,Kasimpasa,Besiktas,0-3,0-3,3,-3,A,0,1
14/02/2014,2013,21,Caykur Rizespor,Gaziantepspor,3-1,5-1,6,4,H,0,0
15/02/2014,2013,21,Kayserispor,Genclerbirligi,0-0,1-0,1,1,H,0,1
15/02/2014,2013,21,Kardemir Karabukspor,Trabzonspor,0-1,2-2,4,0,D,0,0
16/02/2014,2013,21,Besiktas,Bursaspor,0-0,1-0,1,1,H,1,0
16/02/2014,2013,21,Akhisarspor,Kayseri Erciyesspor,0-1,0-2,2,-2,A,0,0
16/02/2014,2013,21,Fenerbahce,Kasimpasa,0-0,2-1,3,1,H,0,1
17/02/2014,2013,21,Konyaspor,Elazigspor,0-2,2-3,5,-1,A,0,0
17/02/2014,2013,21,Antalyaspor,Galatasaray,2-1,2-2,4,0,D,0,0
17/02/2014,2013,21,Eskisehirspor,Sivasspor,1-0,2-2,4,0,D,0,0
21/02/2014,2013,22,Bursaspor,Caykur Rizespor,1-0,2-0,2,2,H,0,0
22/02/2014,2013,22,Gaziantepspor,Akhisarspor,0-0,1-1,2,0,D,0,0
22/02/2014,2013,22,Kayseri Erciyesspor,Kardemir Karabukspor,0-0,2-1,3,1,H,0,0
22/02/2014,2013,22,Galatasaray,Besiktas,1-0,1-0,1,1,H,0,0
23/02/2014,2013,22,Trabzonspor,Kayserispor,0-1,2-1,3,1,H,0,0
23/02/2014,2013,22,Antalyaspor,Eskisehirspor,0-0,0-0,0,0,D,0,0
23/02/2014,2013,22,Genclerbirligi,Konyaspor,0-2,2-2,4,0,D,0,0
23/02/2014,2013,22,Kasimpasa,Sivasspor,3-0,6-2,8,4,H,0,1
24/02/2014,2013,22,Elazigspor,Fenerbahce,1-0,1-1,2,0,D,0,1
28/02/2014,2013,23,Akhisarspor,Bursaspor,2-1,2-1,3,1,H,0,0
28/02/2014,2013,23,Besiktas,Antalyaspor,0-0,0-0,0,0,D,0,0
01/03/2014,2013,23,Kardemir Karabukspor,Gaziantepspor,0-1,0-1,1,-1,A,0,0
01/03/2014,2013,23,Fenerbahce,Genclerbirligi,0-0,2-0,2,2,H,0,0
01/03/2014,2013,23,Eskisehirspor,Kasimpasa,0-0,0-0,0,0,D,0,0
02/03/2014,2013,23,Caykur Rizespor,Galatasaray,0-0,1-1,2,0,D,0,0
02/03/2014,2013,23,Sivasspor,Elazigspor,1-1,1-3,4,-2,A,0,0
02/03/2014,2013,23,Kayserispor,Kayseri Erciyesspor,0-1,0-4,4,-4,A,0,0
02/03/2014,2013,23,Konyaspor,Trabzonspor,0-0,0-0,0,0,D,0,0
08/03/2014,2013,24,Kayseri Erciyesspor,Konyaspor,0-0,1-0,1,1,H,0,0
08/03/2014,2013,24,Galatasaray,Akhisarspor,2-0,6-1,7,5,H,0,0
08/03/2014,2013,24,Bursaspor,Kardemir Karabukspor,0-0,1-0,1,1,H,0,0
08/03/2014,2013,24,Elazigspor,Kasimpasa,0-0,0-0,0,0,D,0,0
09/03/2014,2013,24,Gaziantepspor,Kayserispor,0-1,2-1,3,1,H,1,1
09/03/2014,2013,24,Genclerbirligi,Sivasspor,0-1,2-1,3,1,H,0,2
09/03/2014,2013,24,Antalyaspor,Caykur Rizespor,1-0,1-2,3,-1,A,0,0
09/03/2014,2013,24,Besiktas,Eskisehirspor,0-0,1-0,1,1,H,0,0
10/03/2014,2013,24,Trabzonspor,Fenerbahce,0-0,0-3,3,-3,A,0,0
14/03/2014,2013,25,Kardemir Karabukspor,Galatasaray,0-0,0-0,0,0,D,0,0
15/03/2014,2013,25,Caykur Rizespor,Besiktas,2-1,2-2,4,0,D,0,0
15/03/2014,2013,25,Akhisarspor,Antalyaspor,0-0,0-0,0,0,D,0,0
15/03/2014,2013,25,Kasimpasa,Genclerbirligi,1-1,1-2,3,-1,A,0,0
16/03/2014,2013,25,Konyaspor,Gaziantepspor,0-1,0-1,1,-1,A,0,0
16/03/2014,2013,25,Eskisehirspor,Elazigspor,1-0,1-0,1,1,H,0,0
16/03/2014,2013,25,Sivasspor,Trabzonspor,0-3,0-4,4,-4,A,0,0
16/03/2014,2013,25,Fenerbahce,Kayseri Erciyesspor,1-0,2-1,3,1,H,0,0
17/03/2014,2013,25,Kayserispor,Bursaspor,1-0,2-0,2,2,H,1,1
21/03/2014,2013,26,Trabzonspor,Kasimpasa,0-0,0-0,0,0,D,0,1
22/03/2014,2013,26,Antalyaspor,Kardemir Karabukspor,0-0,0-0,0,0,D,0,0
22/03/2014,2013,26,Galatasaray,Kayserispor,0-0,0-1,1,-1,A,0,1
22/03/2014,2013,26,Bursaspor,Konyaspor,0-0,1-2,3,-1,A,0,1
22/03/2014,2013,26,Caykur Rizespor,Eskisehirspor,0-0,0-0,0,0,D,0,1
23/03/2014,2013,26,Genclerbirligi,Elazigspor,2-0,3-1,4,2,H,0,0
23/03/2014,2013,26,Kayseri Erciyesspor,Sivasspor,0-0,1-1,2,0,D,0,0
23/03/2014,2013,26,Besiktas,Akhisarspor,2-0,3-0,3,3,H,0,0
24/03/2014,2013,26,Gaziantepspor,Fenerbahce,0-2,0-3,3,-3,A,1,0
28/03/2014,2013,27,Kasimpasa,Kayseri Erciyesspor,2-0,3-0,3,3,H,0,0
28/03/2014,2013,27,Kardemir Karabukspor,Besiktas,0-0,1-0,1,1,H,0,0
29/03/2014,2013,27,Konyaspor,Galatasaray,0-0,0-0,0,0,D,0,0
29/03/2014,2013,27,Akhisarspor,Caykur Rizespor,1-0,2-3,5,-1,A,0,0
29/03/2014,2013,27,Elazigspor,Trabzonspor,0-0,0-0,0,0,D,0,0
29/03/2014,2013,27,Sivasspor,Gaziantepspor,1-1,3-2,5,1,H,0,0
31/03/2014,2013,27,Kayserispor,Antalyaspor,0-1,3-1,4,2,H,0,0
31/03/2014,2013,27,Eskisehirspor,Genclerbirligi,0-0,0-1,1,-1,A,0,0
31/03/2014,2013,27,Fenerbahce,Bursaspor,1-0,3-0,3,3,H,0,0
04/04/2014,2013,28,Gaziantepspor,Kasimpasa,2-2,2-2,4,0,D,0,0
05/04/2014,2013,28,Besiktas,Kayserispor,1-0,2-1,3,1,H,0,0
05/04/2014,2013,28,Caykur Rizespor,Kardemir Karabukspor,0-0,0-1,1,-1,A,0,0
05/04/2014,2013,28,Akhisarspor,Eskisehirspor,0-0,0-0,0,0,D,0,0
05/04/2014,2013,28,Antalyaspor,Konyaspor,1-1,1-1,2,0,D,0,0
06/04/2014,2013,28,Kayseri Erciyesspor,Elazigspor,3-0,3-0,3,3,H,0,0
06/04/2014,2013,28,Bursaspor,Sivasspor,3-3,4-3,7,1,H,0,0
06/04/2014,2013,28,Galatasaray,Fenerbahce,1-0,1-0,1,1,H,1,1
07/04/2014,2013,28,Trabzonspor,Genclerbirligi,1-0,3-0,3,3,H,0,0
11/04/2014,2013,29,Konyaspor,Besiktas,0-0,1-1,2,0,D,0,0
12/04/2014,2013,29,Kayserispor,Caykur Rizespor,0-0,0-2,2,-2,A,0,0
12/04/2014,2013,29,Sivasspor,Galatasaray,1-1,2-1,3,1,H,0,0
12/04/2014,2013,29,Kasimpasa,Bursaspor,0-1,1-1,2,0,D,0,0
12/04/2014,2013,29,Kardemir Karabukspor,Akhisarspor,0-0,0-2,2,-2,A,0,0
13/04/2014,2013,29,Genclerbirligi,Kayseri Erciyesspor,0-0,0-0,0,0,D,0,0
13/04/2014,2013,29,Eskisehirspor,Trabzonspor,0-1,2-2,4,0,D,0,1
13/04/2014,2013,29,Fenerbahce,Antalyaspor,2-1,4-1,5,3,H,0,1
14/04/2014,2013,29,Elazigspor,Gaziantepspor,1-0,2-1,3,1,H,0,0
18/04/2014,2013,30,Kayseri Erciyesspor,Trabzonspor,0-3,0-5,5,-5,A,0,0
19/04/2014,2013,30,Bursaspor,Elazigspor,1-0,1-0,1,1,H,0,0
19/04/2014,2013,30,Akhisarspor,Kayserispor,2-0,2-2,4,0,D,0,0
19/04/2014,2013,30,Gaziantepspor,Genclerbirligi,0-0,0-1,1,-1,A,0,0
19/04/2014,2013,30,Galatasaray,Kasimpasa,0-1,0-4,4,-4,A,1,0
20/04/2014,2013,30,Caykur Rizespor,Konyaspor,1-0,3-1,4,2,H,0,0
20/04/2014,2013,30,Besiktas,Fenerbahce,1-1,1-1,2,0,D,2,0
21/04/2014,2013,30,Antalyaspor,Sivasspor,0-0,1-2,3,-1,A,0,0
21/04/2014,2013,30,Kardemir Karabukspor,Eskisehirspor,0-0,0-0,0,0,D,0,0
25/04/2014,2013,31,Genclerbirligi,Bursaspor,0-0,1-0,1,1,H,0,2
26/04/2014,2013,31,Trabzonspor,Gaziantepspor,2-0,2-1,3,1,H,0,0
27/04/2014,2013,31,Eskisehirspor,Kayseri Erciyesspor,0-1,0-1,1,-1,A,0,0
27/04/2014,2013,31,Kayserispor,Kardemir Karabukspor,1-2,1-3,4,-2,A,0,0
27/04/2014,2013,31,Elazigspor,Galatasaray,0-1,0-1,1,-1,A,1,0
27/04/2014,2013,31,Sivasspor,Besiktas,0-0,3-0,3,3,H,0,0
27/04/2014,2013,31,Konyaspor,Akhisarspor,1-0,4-0,4,4,H,0,1
27/04/2014,2013,31,Kasimpasa,Antalyaspor,0-0,2-0,2,2,H,0,0
27/04/2014,2013,31,Fenerbahce,Caykur Rizespor,0-0,0-0,0,0,D,0,0
03/05/2014,2013,32,Kardemir Karabukspor,Konyaspor,1-0,2-2,4,0,D,0,0
03/05/2014,2013,32,Eskisehirspor,Kayserispor,1-3,1-4,5,-3,A,0,0
03/05/2014,2013,32,Besiktas,Kasimpasa,2-0,2-1,3,1,H,0,0
03/05/2014,2013,32,Antalyaspor,Elazigspor,1-0,1-2,3,-1,A,0,1
03/05/2014,2013,32,Kayseri Erciyesspor,Gaziantepspor,0-0,1-0,1,1,H,1,0
03/05/2014,2013,32,Galatasaray,Genclerbirligi,0-2,3-2,5,1,H,0,0
04/05/2014,2013,32,Caykur Rizespor,Sivasspor,0-0,1-1,2,0,D,0,0
04/05/2014,2013,32,Bursaspor,Trabzonspor,1-1,2-2,4,0,D,0,0
04/05/2014,2013,32,Akhisarspor,Fenerbahce,2-0,3-1,4,2,H,0,0
09/05/2014,2013,33,Fenerbahce,Kardemir Karabukspor,3-0,4-0,4,4,H,0,0
10/05/2014,2013,33,Genclerbirligi,Antalyaspor,0-0,1-2,3,-1,A,0,0
11/05/2014,2013,33,Sivasspor,Akhisarspor,0-0,3-1,4,2,H,0,1
11/05/2014,2013,33,Elazigspor,Besiktas,0-1,0-1,1,-1,A,1,0
11/05/2014,2013,33,Gaziantepspor,Eskisehirspor,0-0,1-1,2,0,D,0,0
11/05/2014,2013,33,Kasimpasa,Caykur Rizespor,0-0,1-1,2,0,D,0,0
11/05/2014,2013,33,Kayseri Erciyesspor,Bursaspor,1-0,1-1,2,0,D,0,0
11/05/2014,2013,33,Konyaspor,Kayserispor,1-0,3-0,3,3,H,0,1
11/05/2014,2013,33,Trabzonspor,Galatasaray,0-0,1-4,5,-3,A,0,0
16/05/2014,2013,34,Kayserispor,Fenerbahce,0-1,0-2,2,-2,A,0,0
16/05/2014,2013,34,Eskisehirspor,Konyaspor,0-1,1-1,2,0,D,0,0
17/05/2014,2013,34,Caykur Rizespor,Elazigspor,0-1,3-1,4,2,H,0,0
17/05/2014,2013,34,Bursaspor,Gaziantepspor,1-1,3-1,4,2,H,0,0
17/05/2014,2013,34,Besiktas,Genclerbirligi,1-0,1-1,2,0,D,1,0
17/05/2014,2013,34,Galatasaray,Kayseri Erciyesspor,0-0,2-1,3,1,H,0,0
18/05/2014,2013,34,Akhisarspor,Kasimpasa,1-1,1-3,4,-2,A,0,0
18/05/2014,2013,34,Antalyaspor,Trabzonspor,0-1,0-2,2,-2,A,0,0
18/05/2014,2013,34,Kardemir Karabukspor,Sivasspor,0-0,1-0,1,1,H,0,0
29/08/2014,2014,1,Caykur Rizespor,Genclerbirligi,0-1,1-1,2,0,D,0,0
29/08/2014,2014,1,Balikesirspor,Akhisarspor,1-1,1-2,3,-1,A,0,0
30/08/2014,2014,1,Eskisehirspor,Konyaspor,0-1,2-1,3,1,H,0,0
30/08/2014,2014,1,Bursaspor,Galatasaray,0-0,0-2,2,-2,A,0,0
30/08/2014,2014,1,Basaksehir FK,Kasimpasa,1-1,1-1,2,0,D,1,0
30/08/2014,2014,1,Mersin Idmanyurdu,Besiktas,0-1,0-1,1,-1,A,0,0
31/08/2014,2014,1,Sivasspor,Gaziantepspor,0-0,1-2,3,-1,A,0,0
31/08/2014,2014,1,Kayseri Erciyesspor,Trabzonspor,0-0,0-0,0,0,D,0,0
31/08/2014,2014,1,Fenerbahce,Kardemir Karabukspor,1-1,3-2,5,1,H,0,0
13/09/2014,2014,2,Genclerbirligi,Bursaspor,1-0,1-2,3,-1,A,0,0
13/09/2014,2014,2,Galatasaray,Eskisehirspor,0-0,0-0,0,0,D,0,0
13/09/2014,2014,2,Kardemir Karabukspor,Basaksehir FK,0-0,0-0,0,0,D,0,0
13/09/2014,2014,2,Konyaspor,Balikesirspor,1-0,2-0,2,2,H,0,0
14/09/2014,2014,2,Kasimpasa,Mersin Idmanyurdu,0-2,2-2,4,0,D,0,0
14/09/2014,2014,2,Gaziantepspor,Kayseri Erciyesspor,0-2,2-2,4,0,D,0,0
14/09/2014,2014,2,Trabzonspor,Fenerbahce,0-0,0-0,0,0,D,0,0
15/09/2014,2014,2,Akhisarspor,Sivasspor,1-0,2-2,4,0,D,0,0
15/09/2014,2014,2,Besiktas,Caykur Rizespor,0-0,1-1,2,0,D,0,0
19/09/2014,2014,3,Eskisehirspor,Genclerbirligi,0-1,0-2,2,-2,A,0,0
20/09/2014,2014,3,Balikesirspor,Galatasaray,2-0,2-0,2,2,H,0,0
20/09/2014,2014,3,Mersin Idmanyurdu,Caykur Rizespor,1-0,2-0,2,2,H,0,0
20/09/2014,2014,3,Kayseri Erciyesspor,Akhisarspor,1-0,1-2,3,-1,A,0,0
21/09/2014,2014,3,Kasimpasa,Kardemir Karabukspor,1-1,2-1,3,1,H,0,0
21/09/2014,2014,3,Sivasspor,Konyaspor,0-0,0-0,0,0,D,0,0
21/09/2014,2014,3,Fenerbahce,Gaziantepspor,0-0,1-0,1,1,H,0,0
22/09/2014,2014,3,Basaksehir FK,Trabzonspor,0-0,1-1,2,0,D,0,0
22/09/2014,2014,3,Bursaspor,Besiktas,0-0,0-1,1,-1,A,0,0
26/09/2014,2014,4,Galatasaray,Sivasspor,2-0,2-1,3,1,H,0,0
27/09/2014,2014,4,Besiktas,Eskisehirspor,1-0,1-1,2,0,D,0,1
27/09/2014,2014,4,Trabzonspor,Kasimpasa,1-0,1-1,2,0,D,0,0
28/09/2014,2014,4,Caykur Rizespor,Bursaspor,0-1,0-1,1,-1,A,0,0
28/09/2014,2014,4,Konyaspor,Kayseri Erciyesspor,1-0,1-1,2,0,D,0,0
28/09/2014,2014,4,Genclerbirligi,Balikesirspor,1-0,3-1,4,2,H,0,0
28/09/2014,2014,4,Akhisarspor,Fenerbahce,1-0,2-0,2,2,H,0,0
29/09/2014,2014,4,Kardemir Karabukspor,Mersin Idmanyurdu,0-1,0-2,2,-2,A,0,0
29/09/2014,2014,4,Gaziantepspor,Basaksehir FK,0-0,0-0,0,0,D,0,0
03/10/2014,2014,5,Mersin Idmanyurdu,Bursaspor,1-0,2-1,3,1,H,0,0
04/10/2014,2014,5,Fenerbahce,Konyaspor,1-1,2-1,3,1,H,1,0
04/10/2014,2014,5,Kayseri Erciyesspor,Galatasaray,0-0,1-2,3,-1,A,0,0
04/10/2014,2014,5,Sivasspor,Genclerbirligi,1-0,1-0,1,1,H,0,0
04/10/2014,2014,5,Kasimpasa,Gaziantepspor,1-0,4-2,6,2,H,0,0
05/10/2014,2014,5,Basaksehir FK,Akhisarspor,2-0,4-0,4,4,H,0,1
05/10/2014,2014,5,Eskisehirspor,Caykur Rizespor,0-0,1-2,3,-1,A,0,0
05/10/2014,2014,5,Kardemir Karabukspor,Trabzonspor,2-0,3-0,3,3,H,0,0
05/10/2014,2014,5,Balikesirspor,Besiktas,0-0,0-1,1,-1,A,0,0
18/10/2014,2014,6,Konyaspor,Basaksehir FK,0-0,0-0,0,0,D,0,0
18/10/2014,2014,6,Gaziantepspor,Kardemir Karabukspor,1-0,1-0,1,1,H,0,0
18/10/2014,2014,6,Galatasaray,Fenerbahce,0-0,2-1,3,1,H,0,1
19/10/2014,2014,6,Besiktas,Sivasspor,0-1,3-2,5,1,H,0,0
19/10/2014,2014,6,Akhisarspor,Kasimpasa,0-0,2-0,2,2,H,0,0
19/10/2014,2014,6,Bursaspor,Eskisehirspor,1-0,2-2,4,0,D,0,0
19/10/2014,2014,6,Trabzonspor,Mersin Idmanyurdu,0-0,3-1,4,2,H,0,1
20/10/2014,2014,6,Genclerbirligi,Kayseri Erciyesspor,0-0,0-0,0,0,D,0,0
20/10/2014,2014,6,Caykur Rizespor,Balikesirspor,1-1,2-2,4,0,D,0,0
24/10/2014,2014,7,Kasimpasa,Konyaspor,1-0,2-0,2,2,H,0,0
24/10/2014,2014,7,Kardemir Karabukspor,Akhisarspor,0-0,2-1,3,1,H,0,1
25/10/2014,2014,7,Balikesirspor,Bursaspor,0-4,0-5,5,-5,A,0,0
25/10/2014,2014,7,Fenerbahce,Genclerbirligi,0-0,2-1,3,1,H,0,0
25/10/2014,2014,7,Sivasspor,Caykur Rizespor,0-0,0-1,1,-1,A,1,0
26/10/2014,2014,7,Basaksehir FK,Galatasaray,2-0,4-0,4,4,H,0,0
26/10/2014,2014,7,Mersin Idmanyurdu,Eskisehirspor,1-2,4-2,6,2,H,1,0
26/10/2014,2014,7,Trabzonspor,Gaziantepspor,0-2,4-4,8,0,D,0,0
27/10/2014,2014,7,Kayseri Erciyesspor,Besiktas,0-0,3-2,5,1,H,0,1
31/10/2014,2014,8,Galatasaray,Kasimpasa,0-1,2-1,3,1,H,0,0
01/11/2014,2014,8,Genclerbirligi,Basaksehir FK,0-0,1-0,1,1,H,0,0
01/11/2014,2014,8,Bursaspor,Sivasspor,0-0,3-0,3,3,H,0,1
01/11/2014,2014,8,Akhisarspor,Trabzonspor,1-1,1-1,2,0,D,0,0
02/11/2014,2014,8,Caykur Rizespor,Kayseri Erciyesspor,0-0,1-1,2,0,D,1,0
02/11/2014,2014,8,Besiktas,Fenerbahce,0-1,0-2,2,-2,A,1,0
02/11/2014,2014,8,Gaziantepspor,Mersin Idmanyurdu,0-0,1-0,1,1,H,0,0
03/11/2014,2014,8,Eskisehirspor,Balikesirspor,0-1,2-2,4,0,D,0,0
03/11/2014,2014,8,Konyaspor,Kardemir Karabukspor,0-0,1-0,1,1,H,1,0
07/11/2014,2014,9,Sivasspor,Eskisehirspor,0-0,1-1,2,0,D,0,0
07/11/2014,2014,9,Gaziantepspor,Akhisarspor,1-0,1-0,1,1,H,0,0
08/11/2014,2014,9,Fenerbahce,Caykur Rizespor,1-1,2-1,3,1,H,0,1
08/11/2014,2014,9,Mersin Idmanyurdu,Balikesirspor,1-0,2-1,3,1,H,0,0
08/11/2014,2014,9,Kardemir Karabukspor,Galatasaray,0-1,1-2,3,-1,A,0,0
09/11/2014,2014,9,Basaksehir FK,Besiktas,1-0,1-2,3,-1,A,0,2
09/11/2014,2014,9,Trabzonspor,Konyaspor,2-1,3-2,5,1,H,0,0
09/11/2014,2014,9,Kasimpasa,Genclerbirligi,0-1,2-2,4,0,D,0,0
09/11/2014,2014,9,Kayseri Erciyesspor,Bursaspor,0-1,1-1,2,0,D,0,0
22/11/2014,2014,10,Caykur Rizespor,Basaksehir FK,0-1,0-2,2,-2,A,0,0
22/11/2014,2014,10,Akhisarspor,Mersin Idmanyurdu,0-0,1-1,2,0,D,0,0
22/11/2014,2014,10,Galatasaray,Trabzonspor,0-0,0-3,3,-3,A,0,0
23/11/2014,2014,10,Genclerbirligi,Kardemir Karabukspor,2-1,2-2,4,0,D,0,0
23/11/2014,2014,10,Konyaspor,Gaziantepspor,0-0,2-0,2,2,H,0,0
23/11/2014,2014,10,Eskisehirspor,Kayseri Erciyesspor,1-0,2-1,3,1,H,0,0
23/11/2014,2014,10,Besiktas,Kasimpasa,2-0,2-0,2,2,H,0,0
24/11/2014,2014,10,Balikesirspor,Sivasspor,0-1,1-3,4,-2,A,0,1
24/11/2014,2014,10,Bursaspor,Fenerbahce,1-0,1-1,2,0,D,0,0
28/11/2014,2014,11,Akhisarspor,Konyaspor,0-0,0-0,0,0,D,1,0
28/11/2014,2014,11,Basaksehir FK,Bursaspor,0-0,0-0,0,0,D,0,0
29/11/2014,2014,11,Kasimpasa,Caykur Rizespor,2-1,3-1,4,2,H,0,0
29/11/2014,2014,11,Kayseri Erciyesspor,Balikesirspor,2-0,4-0,4,4,H,0,0
29/11/2014,2014,11,Gaziantepspor,Galatasaray,0-0,0-1,1,-1,A,0,0
30/11/2014,2014,11,Fenerbahce,Eskisehirspor,0-1,2-2,4,0,D,1,0
30/11/2014,2014,11,Mersin Idmanyurdu,Sivasspor,0-0,2-0,2,2,H,0,0
01/12/2014,2014,11,Trabzonspor,Genclerbirligi,3-0,4-1,5,3,H,0,0
01/12/2014,2014,11,Kardemir Karabukspor,Besiktas,0-0,1-2,3,-1,A,0,1
06/12/2014,2014,12,Konyaspor,Mersin Idmanyurdu,0-0,2-0,2,2,H,0,1
06/12/2014,2014,12,Genclerbirligi,Gaziantepspor,0-0,2-0,2,2,H,0,0
06/12/2014,2014,12,Balikesirspor,Fenerbahce,0-1,0-1,1,-1,A,0,0
06/12/2014,2014,12,Galatasaray,Akhisarspor,1-0,2-1,3,1,H,0,0
07/12/2014,2014,12,Bursaspor,Kasimpasa,3-0,5-1,6,4,H,0,0
07/12/2014,2014,12,Caykur Rizespor,Kardemir Karabukspor,0-2,0-3,3,-3,A,0,0
07/12/2014,2014,12,Eskisehirspor,Basaksehir FK,0-0,0-1,1,-1,A,0,0
07/12/2014,2014,12,Besiktas,Trabzonspor,2-0,3-0,3,3,H,0,0
08/12/2014,2014,12,Sivasspor,Kayseri Erciyesspor,1-1,1-1,2,0,D,1,0
12/12/2014,2014,13,Fenerbahce,Sivasspor,3-1,4-1,5,3,H,0,0
13/12/2014,2014,13,Basaksehir FK,Balikesirspor,0-0,1-0,1,1,H,0,0
13/12/2014,2014,13,Akhisarspor,Genclerbirligi,0-0,1-1,2,0,D,0,0
13/12/2014,2014,13,Kasimpasa,Eskisehirspor,1-0,1-0,1,1,H,0,1
13/12/2014,2014,13,Konyaspor,Galatasaray,0-3,0-5,5,-5,A,0,0
14/12/2014,2014,13,Kardemir Karabukspor,Bursaspor,1-2,3-2,5,1,H,1,2
14/12/2014,2014,13,Mersin Idmanyurdu,Kayseri Erciyesspor,1-0,1-1,2,0,D,0,0
14/12/2014,2014,13,Gaziantepspor,Besiktas,0-0,0-1,1,-1,A,0,0
15/12/2014,2014,13,Trabzonspor,Caykur Rizespor,1-1,3-2,5,1,H,0,0
19/12/2014,2014,14,Kayseri Erciyesspor,Fenerbahce,0-0,0-1,1,-1,A,0,0
20/12/2014,2014,14,Sivasspor,Basaksehir FK,0-1,0-2,2,-2,A,0,0
20/12/2014,2014,14,Genclerbirligi,Konyaspor,1-0,5-0,5,5,H,0,0
20/12/2014,2014,14,Eskisehirspor,Kardemir Karabukspor,0-0,1-1,2,0,D,0,0
20/12/2014,2014,14,Galatasaray,Mersin Idmanyurdu,1-2,3-2,5,1,H,0,1
21/12/2014,2014,14,Balikesirspor,Kasimpasa,0-1,5-3,8,2,H,0,0
21/12/2014,2014,14,Bursaspor,Trabzonspor,2-2,3-3,6,0,D,0,0
21/12/2014,2014,14,Besiktas,Akhisarspor,1-0,3-1,4,2,H,0,0
22/12/2014,2014,14,Caykur Rizespor,Gaziantepspor,0-1,0-1,1,-1,A,1,1
26/12/2014,2014,15,Genclerbirligi,Galatasaray,0-1,1-1,2,0,D,0,0
27/12/2014,2014,15,Kardemir Karabukspor,Balikesirspor,0-0,0-1,1,-1,A,0,0
27/12/2014,2014,15,Basaksehir FK,Kayseri Erciyesspor,1-0,3-1,4,2,H,0,0
27/12/2014,2014,15,Fenerbahce,Mersin Idmanyurdu,1-0,1-0,1,1,H,0,0
28/12/2014,2014,15,Gaziantepspor,Bursaspor,1-0,1-2,3,-1,A,0,0
28/12/2014,2014,15,Kasimpasa,Sivasspor,0-0,0-0,0,0,D,0,0
28/12/2014,2014,15,Akhisarspor,Caykur Rizespor,0-3,0-4,4,-4,A,0,0
28/12/2014,2014,15,Konyaspor,Besiktas,0-1,1-2,3,-1,A,0,1
29/12/2014,2014,15,Trabzonspor,Eskisehirspor,0-1,1-4,5,-3,A,0,0
03/01/2015,2014,16,Fenerbahce,Basaksehir FK,1-0,2-0,2,2,H,0,0
03/01/2015,2014,16,Bursaspor,Akhisarspor,1-0,3-1,4,2,H,0,0
03/01/2015,2014,16,Caykur Rizespor,Konyaspor,1-0,1-1,2,0,D,0,0
04/01/2015,2014,16,Kayseri Erciyesspor,Kasimpasa,1-2,2-5,7,-3,A,0,0
04/01/2015,2014,16,Sivasspor,Kardemir Karabukspor,1-0,2-0,2,2,H,0,0
04/01/2015,2014,16,Eskisehirspor,Gaziantepspor,0-1,1-3,4,-2,A,0,0
04/01/2015,2014,16,Besiktas,Galatasaray,0-0,0-2,2,-2,A,1,0
05/01/2015,2014,16,Balikesirspor,Trabzonspor,2-0,2-2,4,0,D,0,0
05/01/2015,2014,16,Mersin Idmanyurdu,Genclerbirligi,0-0,1-1,2,0,D,0,0
23/01/2015,2014,17,Konyaspor,Bursaspor,1-2,2-3,5,-1,A,0,0
23/01/2015,2014,17,Trabzonspor,Sivasspor,1-1,3-1,4,2,H,0,0
24/01/2015,2014,17,Kasimpasa,Fenerbahce,0-1,0-3,3,-3,A,0,0
24/01/2015,2014,17,Akhisarspor,Eskisehirspor,0-1,2-2,4,0,D,0,0
24/01/2015,2014,17,Basaksehir FK,Mersin Idmanyurdu,0-1,2-2,4,0,D,0,0
24/01/2015,2014,17,Gaziantepspor,Balikesirspor,0-0,1-0,1,1,H,0,0
25/01/2015,2014,17,Kardemir Karabukspor,Kayseri Erciyesspor,0-0,1-2,3,-1,A,2,0
25/01/2015,2014,17,Galatasaray,Caykur Rizespor,2-0,2-0,2,2,H,0,0
26/01/2015,2014,17,Genclerbirligi,Besiktas,0-0,0-2,2,-2,A,0,1
30/01/2015,2014,18,Trabzonspor,Kayseri Erciyesspor,2-0,2-1,3,1,H,0,1
30/01/2015,2014,18,Akhisarspor,Balikesirspor,2-0,2-2,4,0,D,0,0
31/01/2015,2014,18,Kardemir Karabukspor,Fenerbahce,0-1,1-2,3,-1,A,0,0
31/01/2015,2014,18,Gaziantepspor,Sivasspor,1-0,1-3,4,-2,A,1,0
31/01/2015,2014,18,Kasimpasa,Basaksehir FK,0-0,0-1,1,-1,A,2,0
